timestamp,temperature,ressenti,precipitation,vent_kmh,rafales_kmh,direction_vent,conditions
2025-03-12 17:19:02,16.7,12.3,0.0,25.8,41.8,O,Ciel dégagé
2025-03-12 17:20:28,16.7,12.3,0.0,25.8,41.8,O,Ciel dégagé
2025-03-12 17:20:34,16.7,12.3,0.0,25.8,41.8,O,Ciel dégagé
